,link,title,price,previous_month_bought_count,card_offer,review_rating,delivery_detail
72,https://www.amazon.in/NIFTY-Womens-Slim-Jeans-Jean_5B_BLK_Black_34/dp/B01D7MLZX8/ref=sr_1_150?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ&dib_tag=se&keywords=jeans&qid=1728139553&sprefix=jeans%2Caps%2C212&sr=8-150,Nifty,"₹541₹541 M.R.P: ₹1,499₹1,499 (64% off)",100+ bought in past month,Nifty,"3.9 out of 5 stars 2,223  ", FREE Delivery by Amazon
73,https://www.amazon.in/Levis-Mens-Slim-Jeans-A7087-0055_Blue/dp/B0CRTQ2DLT/ref=sr_1_151?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ&dib_tag=se&keywords=jeans&qid=1728139553&sprefix=jeans%2Caps%2C212&sr=8-151,Levi's,"₹1,799₹1,799 M.R.P: ₹2,999₹2,999 (40% off)",50+ bought in past month,Levi's,5.0 out of 5 stars 2  , FREE Delivery by Amazon
74,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkxMTU3NjMyMzI3NzgxOjE3MjgxMzk1NTM6c3BfYnRmOjMwMDI0NzY1NzI3NzgzMjo6MDo6&url=%2FPepe-Jeans-Boys-PB201936Q01_Black-Worn_4%2Fdp%2FB0B4PBG1ZC%2Fref%3Dsr_1_153_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139553%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-153-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pepe Jeans,"₹719₹719 M.R.P: ₹1,999₹1,999 (64% off)",M.R.P: ,Pepe Jeans,3.9 out of 5 stars 3  , FREE Delivery by Amazon
75,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkxMTU3NjMyMzI3NzgxOjE3MjgxMzk1NTM6c3BfYnRmOjMwMDM0NTMwNTQwMDYzMjo6MDo6&url=%2FNeoStreak-Mens-Regular-Jeans-neoepsreg_Light%2Fdp%2FB0D2CZQMLH%2Fref%3Dsr_1_154_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139553%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-154-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Neostreak,"₹629₹629 M.R.P: ₹2,199₹2,199 (71% off)",M.R.P: ,Neostreak,3.6 out of 5 stars 34  , FREE Delivery by Amazon
76,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkxMTU3NjMyMzI3NzgxOjE3MjgxMzk1NTM6c3BfYnRmOjMwMDI1OTEzODc2MTYzMjo6MDo6&url=%2FLevis-Mens-Tapered-Jeans-A7086-0094_Blue_%2Fdp%2FB0C6QV8287%2Fref%3Dsr_1_155_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139553%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-155-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Levi's,"₹1,293₹1,293 M.R.P: ₹3,199₹3,199 (60% off)",M.R.P: ,Levi's,3.9 out of 5 stars 615  , FREE Delivery by Amazon
77,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NzkxMTU3NjMyMzI3NzgxOjE3MjgxMzk1NTM6c3BfYnRmOjMwMDE2NzYzNTMxMjUzMjo6MDo6&url=%2FPepe-Jeans-Slim-Solid-_8905074367405_Blue_38_%2Fdp%2FB08R67JB2W%2Fref%3Dsr_1_156_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.uSFpnNEJ0-R8t-kFj0t5YmowYDy_vOE_Mnc-DM2dMvuUmHu3KZtWfAgS13QkvkwonUmUFHFeufQhrb0jM5mixQzoe9emPMR9FRQkw2h4-Q6t3mjLQr9XxJUWdGrqGdZHjJHut139Q6oI1RzsglxlPRWqszK0Z2VC3lVIEfnHrsA1oD52JrJx6Kl5mv5DA9NbkgFLJGj8MUUgWEV8ZNrEKnqfERrswarIkai9BMqYZNYaisRe7EHEtiV_LgKWL9blbODQ_T7sk84NGale3syzSP6r8Uf1pGaiBLqwkGKR7yM.uJ4o8HBflEA_Chw_6C7oh4CrUHyex6dzWfoGokDzoTQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139553%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-156-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,Pepe Jeans,"₹1,199₹1,199 M.R.P: ₹2,999₹2,999 (60% off)",M.R.P: ,Pepe Jeans,3.2 out of 5 stars 7  , FREE Delivery by Amazon
78,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTQ4OTkwNTgwOTUzOTc4OjE3MjgxMzk1NTk6c3BfYXRmX25leHQ6MzAwMTU5MzE2NDMyNTMyOjowOjo&url=%2FLevis-Mens-Tapered-Jeans-A7086-0098_Blue_%2Fdp%2FB0C6QXP21J%2Fref%3Dsr_1_145_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139559%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-145-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Levi's,"₹1,269₹1,269 M.R.P: ₹2,999₹2,999 (58% off)",M.R.P: ,Levi's,3.9 out of 5 stars 615  , FREE Delivery by Amazon
79,https://www.amazon.in/Lymio-Jeans-Pants-Denim-Jeans-02-03/dp/B0CZ6WYRWS/ref=sr_1_16?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q&dib_tag=se&keywords=jeans&qid=1728139528&sprefix=jeans%2Caps%2C212&sr=8-16,Lymio,"₹549₹549 M.R.P: ₹4,999₹4,999 (89% off)",200+ bought in past month,Lymio,3.1 out of 5 stars 250  , FREE Delivery by Amazon
80,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTQ4OTkwNTgwOTUzOTc4OjE3MjgxMzk1NTk6c3BfYXRmX25leHQ6MzAwMTU5MzM0MTc4NDMyOjowOjo&url=%2FLevis-Mens-Jeans-18298-1247_Mid-Indigo_28%2Fdp%2FB09Z77JG6F%2Fref%3Dsr_1_146_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139559%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-146-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Levi's,"₹1,289₹1,289 M.R.P: ₹2,899₹2,899 (56% off)",50+ bought in past month,Levi's,"3.9 out of 5 stars 1,319  ", FREE Delivery by Amazon
81,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTQ4OTkwNTgwOTUzOTc4OjE3MjgxMzk1NTk6c3BfYXRmX25leHQ6MzAwMTU5MzE2NDMxMjMyOjowOjo&url=%2FLevis-Mens-Jeans-36087-0648_Mid-Indigo_36%2Fdp%2FB0BJZCN535%2Fref%3Dsr_1_147_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139559%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-147-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Levi's,"₹1,529₹1,529 M.R.P: ₹3,399₹3,399 (55% off)",200+ bought in past month,Levi's,3.8 out of 5 stars 449  , FREE Delivery by Amazon
82,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4OTQ4OTkwNTgwOTUzOTc4OjE3MjgxMzk1NTk6c3BfYXRmX25leHQ6MzAwMTU5MzM0MTgyMjMyOjowOjo&url=%2FLevis-Mens-Slim-Jeans-A7087-0101_Blue%2Fdp%2FB0C6QTDQCQ%2Fref%3Dsr_1_148_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139559%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-148-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,Levi's,"₹1,049₹1,049 M.R.P: ₹3,199₹3,199 (67% off)",M.R.P: ,Levi's,3.9 out of 5 stars 309  , FREE Delivery by Amazon
83,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTkyMzA2MjIyMjk4ODU3OjE3MjgxMzk1NTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIzMjUwNjA0NTMzMjo6MDo6&url=%2FBen-Martin-Jeans-Loose-Baggy%2Fdp%2FB0D76B3X8V%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D24IEEX0MBW072%26cv_ct_cx%3Djeans%26dib%3DeyJ2IjoiMSJ9.m6qfXtvOaVaVwVKXKcEND3ipJiTXK7kWwLJ-3WUXeoBpcrA88m5NbiygkMvAxiYt.omxiZjjE6RuOaxx6zzukuDT7hri1v7xfAFBkLWbKe7Y%26dib_tag%3Dse%26keywords%3Djeans%26pd_rd_i%3DB0D76B3X8V%26pd_rd_r%3D36d8da92-d6b9-42d0-8e92-004b60416498%26pd_rd_w%3DCrzhf%26pd_rd_wg%3D9cVjg%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D7KK63X72Z0XVK6V208V9%26qid%3D1728139559%26sbo%3DTc8eqSFhUl4VwMzbE4fw%252Fw%253D%253D%26sprefix%3Djeans%252Caps%252C212%26sr%3D1-145-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,Ben Martin,"₹699₹699 M.R.P: ₹2,999₹2,999 (77% off)",200+ bought in past month,Ben Martin,4.1 out of 5 stars 139  , FREE Delivery by Amazon
84,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTkyMzA2MjIyMjk4ODU3OjE3MjgxMzk1NTk6c3Bfc2VhcmNoX3RoZW1hdGljOjIwMTUwNDUyMDI1NTk4OjoxOjo&url=%2FM-R-Fashion-Regular-Stretch%2Fdp%2FB07N8V33VC%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D24IEEX0MBW072%26cv_ct_cx%3Djeans%26dib%3DeyJ2IjoiMSJ9.m6qfXtvOaVaVwVKXKcEND3ipJiTXK7kWwLJ-3WUXeoBpcrA88m5NbiygkMvAxiYt.omxiZjjE6RuOaxx6zzukuDT7hri1v7xfAFBkLWbKe7Y%26dib_tag%3Dse%26keywords%3Djeans%26pd_rd_i%3DB07N8V33VC%26pd_rd_r%3D36d8da92-d6b9-42d0-8e92-004b60416498%26pd_rd_w%3DCrzhf%26pd_rd_wg%3D9cVjg%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D7KK63X72Z0XVK6V208V9%26qid%3D1728139559%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Djeans%252Caps%252C212%26sr%3D1-146-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,M. R. Fashion,"₹854₹854 M.R.P: ₹1,499₹1,499 (43% off)",M.R.P: ,M. R. Fashion,4.0 out of 5 stars 150  , 
85,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTkyMzA2MjIyMjk4ODU3OjE3MjgxMzk1NTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIxNzA5MjI0NDYzMjo6Mjo6&url=%2FTAGDO-Regular-Causal-Trouser-Jeans-Pocket-5170-Metal-38%2Fdp%2FB0CYH8DJGJ%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D24IEEX0MBW072%26cv_ct_cx%3Djeans%26dib%3DeyJ2IjoiMSJ9.m6qfXtvOaVaVwVKXKcEND3ipJiTXK7kWwLJ-3WUXeoBpcrA88m5NbiygkMvAxiYt.omxiZjjE6RuOaxx6zzukuDT7hri1v7xfAFBkLWbKe7Y%26dib_tag%3Dse%26keywords%3Djeans%26pd_rd_i%3DB0CYH8DJGJ%26pd_rd_r%3D36d8da92-d6b9-42d0-8e92-004b60416498%26pd_rd_w%3DCrzhf%26pd_rd_wg%3D9cVjg%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D7KK63X72Z0XVK6V208V9%26qid%3D1728139559%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Djeans%252Caps%252C212%26sr%3D1-147-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,TAGDO,"₹449₹449 M.R.P: ₹1,999₹1,999 (78% off)",M.R.P: ,TAGDO,4.3 out of 5 stars 119  ,FREE Delivery by Amazon
86,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo0NTkyMzA2MjIyMjk4ODU3OjE3MjgxMzk1NTk6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIzNzEwMzg5NjczMjo6Mzo6&url=%2FAVANOVA-Cargo-Denim-Pant-Wide%2Fdp%2FB0D3YQF4ZX%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%253Aamzn1.sym.59126330-c308-4c36-a5a0-21cac002681f%26crid%3D24IEEX0MBW072%26cv_ct_cx%3Djeans%26dib%3DeyJ2IjoiMSJ9.m6qfXtvOaVaVwVKXKcEND3ipJiTXK7kWwLJ-3WUXeoBpcrA88m5NbiygkMvAxiYt.omxiZjjE6RuOaxx6zzukuDT7hri1v7xfAFBkLWbKe7Y%26dib_tag%3Dse%26keywords%3Djeans%26pd_rd_i%3DB0D3YQF4ZX%26pd_rd_r%3D36d8da92-d6b9-42d0-8e92-004b60416498%26pd_rd_w%3DCrzhf%26pd_rd_wg%3D9cVjg%26pf_rd_p%3D59126330-c308-4c36-a5a0-21cac002681f%26pf_rd_r%3D7KK63X72Z0XVK6V208V9%26qid%3D1728139559%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Djeans%252Caps%252C212%26sr%3D1-148-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,AVANOVA,"₹759₹759 M.R.P: ₹4,999₹4,999 (85% off)",M.R.P: ,AVANOVA,4.0 out of 5 stars 182  , FREE Delivery by Amazon
87,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjYwMDIzODkxMDMzNjU6MTcyODEzOTUyODpzcF9hdGY6MzAwMTU5MzIxMzQ4ODMyOjowOjo&url=%2FLevis-Mens-Jeans-18298-1268_Mid-Indigo_30%2Fdp%2FB09Z783LZC%2Fref%3Dsr_1_3_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139528%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-3-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Levi's,"₹1,279₹1,279 M.R.P: ₹2,999₹2,999 (57% off)",M.R.P: ,Levi's,"3.9 out of 5 stars 1,319  ", FREE Delivery by Amazon
88,https://www.amazon.in/Ben-Martin-Stretchable-Cotton-JJ3-21/dp/B0CZHTGTY4/ref=sr_1_17?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q&dib_tag=se&keywords=jeans&qid=1728139528&sprefix=jeans%2Caps%2C212&sr=8-17,Ben Martin,"₹499₹499 M.R.P: ₹2,999₹2,999 (83% off)",M.R.P: ,Ben Martin,3.6 out of 5 stars 34  , FREE Delivery by Amazon
89,https://www.amazon.in/Pepe-Jeans-Mens-Skinny-PM207544S648_Green/dp/B0CLM6Q5ZN/ref=sr_1_152?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ&dib_tag=se&keywords=jeans&qid=1728139559&sprefix=jeans%2Caps%2C212&sr=8-152,Pepe Jeans,"₹1,899₹1,899 M.R.P: ₹3,799₹3,799 (50% off)",50+ bought in past month,Pepe Jeans,3.6 out of 5 stars 5  , FREE Delivery by Amazon
90,https://www.amazon.in/Pepe-Jeans-Mens-Slim-PM206796R55300030/dp/B0CGX49R65/ref=sr_1_153?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.Hd8p8ocALNUiqeDWCNK35Fs-a_TdbDfkW0BEW3rDe-Aso5h7dW93l6H7tyTBE9QHmqEQUPYsOF22P8ZYk9ngDOS4sgRumIKrXb6G-meGg6glVRQLUcWhw4mQPzyYFo3v8PGxEvHU9HH4UtDQucMmBmsEhLOT2qRl8lWsZd5nUo8o9eiWUGAwJVXFqD-uL145E0lrzBZo517kYBsMllDK26WDfczMJmDdbsDUKxLr87xb5qpcDn6IGeIgR4Rbq0f9zc5n4MwPsfmr4fbJs0ep99KwNQbsFfJORt-RfKQYLzU.zIgq96jmqOGLaHcc1sYLHJr5BNEc47qTwcvZ3aXfRVQ&dib_tag=se&keywords=jeans&qid=1728139559&sprefix=jeans%2Caps%2C212&sr=8-153,Pepe Jeans,"₹899₹899 M.R.P: ₹3,599₹3,599 (75% off)",50+ bought in past month,Pepe Jeans,4.0 out of 5 stars 32  , FREE Delivery by Amazon
