,link,title,price,previous_month_bought_count,card_offer,review_rating,delivery_detail
0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjYwMDIzODkxMDMzNjU6MTcyODEzOTUyODpzcF9hdGY6MzAwMTU5MzIxMzQ4MjMyOjowOjo&url=%2FLevis-Mens-Slim-Jeans-A7087-0093_Blue%2Fdp%2FB0C6QVYMY7%2Fref%3Dsr_1_1_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139528%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-1-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Levi's,"₹999₹999 M.R.P: ₹2,999₹2,999 (67% off)",M.R.P: ,Levi's,3.9 out of 5 stars 85  , FREE Delivery by Amazon
1,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToyMjYwMDIzODkxMDMzNjU6MTcyODEzOTUyODpzcF9hdGY6MzAwMTU5MzIxMzUxNDMyOjowOjo&url=%2FLevis-Mens-Jeans-36087-0637_Light-Indigo_32%2Fdp%2FB09Z77K3RB%2Fref%3Dsr_1_2_sspa%3Fcrid%3D24IEEX0MBW072%26dib%3DeyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q%26dib_tag%3Dse%26keywords%3Djeans%26qid%3D1728139528%26sprefix%3Djeans%252Caps%252C212%26sr%3D8-2-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGY%26psc%3D1,Levi's,"₹1,049₹1,049 M.R.P: ₹2,999₹2,999 (65% off)",300+ bought in past month,Levi's,3.9 out of 5 stars 615  , FREE Delivery by Amazon
2,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NzA4MzM0MzgxNDA1Mjk3OjE3MjgxMzk1Mjg6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDIzNzEwMzg5NTMzMjo6Mzo6&url=%2FAVANOVA-Cargo-Denim-Pant-Wide%2Fdp%2FB0D3YNVZ23%2Fref%3Dsxin_15_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%253Aamzn1.sym.cd33fa60-47cd-49f3-80b8-24b1f0cbef97%26crid%3D24IEEX0MBW072%26cv_ct_cx%3Djeans%26dib%3DeyJ2IjoiMSJ9.JqiXJlv8DJ4B8kO5Jykma1xRJTGOTsesW_Bmn_6-n35uFYSqx1vX-pqWp4I4JnA_.0jSTjpQVQaTCvPjLoneX4gTsU6y-eBIV72ffuB10JWU%26dib_tag%3Dse%26keywords%3Djeans%26pd_rd_i%3DB0D3YNVZ23%26pd_rd_r%3D300a8249-9296-46b7-be92-81c488f4df4c%26pd_rd_w%3DA1Rm2%26pd_rd_wg%3DA6QEr%26pf_rd_p%3Dcd33fa60-47cd-49f3-80b8-24b1f0cbef97%26pf_rd_r%3DQZNRHBQ61C582DFFT8AV%26qid%3D1728139528%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Djeans%252Caps%252C212%26sr%3D1-4-ced4eeeb-b190-41d6-902a-1ecb3fb8b7c4-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1,AVANOVA,"₹759₹759 M.R.P: ₹4,999₹4,999 (85% off)",M.R.P: ,AVANOVA,4.0 out of 5 stars 182  ,FREE Delivery by Amazon
3,https://www.amazon.in/Ben-Martin-Relaxed-Jeans-BMW7-JJ-BLACKa-32-1/dp/B077NH3W7Z/ref=sr_1_80?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-80,Ben Martin,"₹499₹499 M.R.P: ₹2,499₹2,499 (80% off)",100+ bought in past month,Ben Martin,"3.5 out of 5 stars 10,108  ", FREE Delivery by Amazon
4,https://www.amazon.in/Urbano-Fashion-Denim-Stretchable-epsjeanwhithrnd-dblue-30/dp/B0BL3TGLCD/ref=sr_1_81?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-81,Urbano Fashion,"₹399₹399 M.R.P: ₹1,599₹1,599 (75% off)",M.R.P: ,Urbano Fashion,3.7 out of 5 stars 110  ,FREE Delivery by Amazon
5,https://www.amazon.in/gp/bestsellers/apparel/1967887031/ref=sr_bs_33_1967887031_1,Urbano Juniors,"₹341₹341 M.R.P: ₹1,099₹1,099 (69% off)",300+ bought in past month,Urbano Juniors,"3.9 out of 5 stars 1,618  ",FREE Delivery by Amazon
6,https://www.amazon.in/Pepe-Jeans-Mens-PM207440S643_Dark-Green/dp/B0CJ9P34D9/ref=sr_1_83?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-83,Pepe Jeans,"₹859₹859 M.R.P: ₹3,599₹3,599 (76% off)",M.R.P: ,Pepe Jeans,5.0 out of 5 stars 1  , FREE Delivery by Amazon
7,https://www.amazon.in/Peter-England-Mens-Jeans-PJDNASTF660818_Navy_86/dp/B0C1RWTF8D/ref=sr_1_84?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-84,Peter England,"₹1,029₹1,029 M.R.P: ₹2,299₹2,299 (55% off)",M.R.P: ,Peter England,3.5 out of 5 stars 147  , FREE Delivery by Amazon
8,https://www.amazon.in/Urbano-Plus-Regular-Stretchable-plusepsp-lblue-40/dp/B098P82HSB/ref=sr_1_85?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-85,Urbano Plus,"₹479₹479 M.R.P: ₹1,599₹1,599 (70% off)",50+ bought in past month,Urbano Plus,4.0 out of 5 stars 35  ,FREE Delivery by Amazon
9,https://www.amazon.in/Lymio-Jeans-Pants-Denim-Jeans-002-Lightblue-32/dp/B0CTSVF5LT/ref=sr_1_86?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-86,Lymio,"₹599₹599 M.R.P: ₹5,999₹5,999 (90% off)",100+ bought in past month,Lymio,3.1 out of 5 stars 190  , FREE Delivery by Amazon
10,https://www.amazon.in/NIFTY-Womens-Denim-Stretchable-1393N_BLK_36_Black_36/dp/B08FRLHXLQ/ref=sr_1_87?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-87,Nifty,"₹563₹563 M.R.P: ₹1,799₹1,799 (69% off)",50+ bought in past month,Nifty,3.7 out of 5 stars 871  , FREE Delivery by Amazon
11,https://www.amazon.in/TOPLOT-Women-Cotton-Straight-Jeans-5204-Light-Blue-36/dp/B0DDTG6HW2/ref=sr_1_88?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-88,TOPLOT,"₹699₹699 M.R.P: ₹2,999₹2,999 (77% off)",M.R.P: ,TOPLOT,5.0 out of 5 stars 6  , FREE Delivery by Amazon
12,https://www.amazon.in/Ben-Martin-Black-Cotton-Oversized/dp/B0D28J74T4/ref=sr_1_89?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-89,Ben Martin,"₹699₹699 M.R.P: ₹2,999₹2,999 (77% off)",200+ bought in past month,Ben Martin,3.9 out of 5 stars 542  , FREE Delivery by Amazon
13,https://www.amazon.in/Levis-Mens-Tapered-Jeans-A7086-0100_Blue/dp/B0CRRYQMS1/ref=sr_1_8?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.loW9tDrkb73dvNPalTNrmPld8m7huH6cF5g_YkNmEAm9qODA-taMg5ibmmJXAdn3w18_Ama_S4836s1iM1YtBIdpk_a88sovlz0jYKb8UgeyxfvDd1yNA7BrvReQL8dHeTsmBCUr4vG9wTfYE_IXjcEtx4Z9Yg_WV3zVa7cZhyV3SPxEo2p1Htxigkn7RWNyKzINhtwKuJdv5R3jaMrGucUaA8BClw9zNNqjHAMpciugupuFm20Jj8eOG6lU42dRYTXf80v8ApAF0EChkl1-KMQjfTn99KKJ17d9OvtZONs.gM2UxYQACutxLYDMZ0XW9AekUQGSbRmRfPruooS2c3Q&dib_tag=se&keywords=jeans&qid=1728139528&sprefix=jeans%2Caps%2C212&sr=8-8,Levi's,"₹999₹999 M.R.P: ₹2,999₹2,999 (67% off)",100+ bought in past month,Levi's,5.0 out of 5 stars 1  , FREE Delivery by Amazon
14,https://www.amazon.in/Urbano-Fashion-Mens-Stretch-Jeans/dp/B074YYQRCC/ref=sr_1_90?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-90,Urbano Fashion,"₹374₹374 M.R.P: ₹1,199₹1,199 (69% off)",50+ bought in past month,Urbano Fashion,"3.5 out of 5 stars 5,290  ",FREE Delivery by Amazon
15,https://www.amazon.in/INKD-Regular-Jeans-INKSS23MJN-002_Denim-Divine_34/dp/B0C1GSX5HR/ref=sr_1_92?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-92,INKD,"₹599₹599 M.R.P: ₹1,799₹1,799 (67% off)",50+ bought in past month,INKD,4.0 out of 5 stars 168  , FREE Delivery by Amazon
16,https://www.amazon.in/Levis-Mens-Tapered-Jeans-A7086-0046_Blue/dp/B0CN9LX4BB/ref=sr_1_93?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-93,Levi's,"₹999₹999 M.R.P: ₹3,199₹3,199 (69% off)",50+ bought in past month,Levi's,5.0 out of 5 stars 2  , FREE Delivery by Amazon
17,https://www.amazon.in/Ben-Martin-Tapered-Stretchable-Carrot/dp/B0CMB514JZ/ref=sr_1_94?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-94,Ben Martin,"₹549₹549 M.R.P: ₹2,999₹2,999 (82% off)",100+ bought in past month,Ben Martin,3.1 out of 5 stars 685  , FREE Delivery by Amazon
18,https://www.amazon.in/Levis-Mens-Slim-Jeans-A7087-0078_Blue/dp/B0C6QV3JTZ/ref=sr_1_96?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-96,Levi's,"₹1,349₹1,349 M.R.P: ₹2,999₹2,999 (55% off)",50+ bought in past month,Levi's,"3.9 out of 5 stars 1,275  ", FREE Delivery by Amazon
19,https://www.amazon.in/Pepe-Jeans-Mens-Skinny-PM207544S648_Green/dp/B0CLM6Q5ZN/ref=sr_1_97?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-97,Pepe Jeans,"₹1,899₹1,899 M.R.P: ₹3,799₹3,799 (50% off)",50+ bought in past month,Pepe Jeans,3.6 out of 5 stars 5  , FREE Delivery by Amazon
20,https://www.amazon.in/Max-Mens-Slim-Jeans-NOOSDCTBSC02GREY_Grey/dp/B0C81SV1M4/ref=sr_1_98?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-98,Max,₹629₹629 M.R.P: ₹699₹699 (10% off),M.R.P: ,Max,3.0 out of 5 stars 13  , FREE Delivery by Amazon
21,https://www.amazon.in/Pepe-Jeans-Mens-Slim-PM207408Q013_Black/dp/B0CG9PXT6C/ref=sr_1_100?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-100,Pepe Jeans,"₹859₹859 M.R.P: ₹3,599₹3,599 (76% off)",M.R.P: ,Pepe Jeans,3.0 out of 5 stars 2  , FREE Delivery by Amazon
22,https://www.amazon.in/Allen-Solly-Skinny-Jeans-ALDNVSKFB60967_Black_30/dp/B09CQG31JB/ref=sr_1_101?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-101,Allen Solly,"₹879₹879 M.R.P: ₹1,999₹1,999 (56% off)",M.R.P: ,Allen Solly,"3.5 out of 5 stars 1,050  ", FREE Delivery by Amazon
23,https://www.amazon.in/Pepe-Jeans-Machine-Cotton-Size_36/dp/B0BWN8HRWM/ref=sr_1_103?crid=24IEEX0MBW072&dib=eyJ2IjoiMSJ9.iOTPPIxnfvom1gEgKyfiocFu74GJgNhnnRwwmbWhS_xNlVOrqwev6QwGP61rrA5qkUSg18Q0MX2VqnHHUaItuKcZ6PPyMJivGudalMdldO8MPnix58MQjqVAjt7uBq1bZFWgw6D4LpCD4awD4k5Xk6w2TnjMfdEPiJz2juDEfwXsT-MTmEw5F1QgQceaz673lm3fNUi_55Ma18Rgc049gDwa7cWngMJWbHAkif10o93BhJXIY2aYoZNW34WenVibPW59I3Y9_-eQiBHr0HhqjUuz1NSolPPNTtP5lYnQ5i4.0ZbmuhyKk-Sk4FOeOjeyk0eYDwBJxwxvsIkAbpjs7Fw&dib_tag=se&keywords=jeans&qid=1728139548&sprefix=jeans%2Caps%2C212&sr=8-103,Pepe Jeans,"₹1,298₹1,298 M.R.P: ₹4,599₹4,599 (72% off)",M.R.P: ,Pepe Jeans,4.7 out of 5 stars 4  , FREE Delivery by Amazon
