,link,title,specification,rating_review,price,test_offer,off_percentage
73,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj521ws-thin-light-laptop/p/itm454b1b37dbe89?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQPQADWR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_18&otracker=search&otracker1=search&iid=en_YYvEaBd8vEWnev-I4fx-fZP0E1_eQaXIqtNS4XFkoSpDsf733VAwCc6yz-SdIo6Y_bo6X7J5ifEDZObFUWQ59csrgPW5YLzJU0_H6_RHKR0%3D&ssid=ufarnn4yrk0000001728058141729&qH=312f91285e048e09,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ521WS Th...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"4.21,635 Ratings & 103 Reviews","₹33,990₹66,99049% off",Lowest price in the year,49% off
74,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-5-hexa-core-7535hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-fa506nc-hn083w-laptop/p/itm10514ecd2a794?pid=COMHFK2T3KCHKAFU&lid=LSTCOMHFK2T3KCHKAFUOEIOAP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_159&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMHFK2T3KCHKAFU.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,ASUS TUF Gaming A15 AMD Ryzen 5 Hexa Core 7535HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,AMD Ryzen 5 Hexa Core Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,4.5117 Ratings & 12 Reviews,"₹57,990₹79,99027% off",Top Discount of the Sale,27% off
75,https://www.flipkart.com/msi-modern-15-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-b12mo-business-laptop/p/itm9d582749d003c?pid=COMHYWTJHENNCRGX&lid=LSTCOMHYWTJHENNCRGXEJC0WA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_160&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMHYWTJHENNCRGX.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,MSI Modern 15 Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) Modern 15 B12MO Busines...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 inch) Display1 Year Warranty Term,3.88 Ratings & 0 Reviews,"₹27,990₹48,99042% off",Top Discount of the Sale,42% off
76,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk522ws-thin-light-laptop/p/itmf534d2cf1854f?pid=COMGMGXFNWASKGZ4&lid=LSTCOMGMGXFNWASKGZ43Q8SXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_161&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGMGXFNWASKGZ4.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,ASUS Vivobook Go 15 OLED AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK522...,AMD Ryzen 5 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"4.41,874 Ratings & 159 Reviews","₹42,990₹74,99042% off",Top Discount of the Sale,42% off
77,https://www.flipkart.com/hp-omen-amd-ryzen-7-octa-core-7840hs-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-16-xd0015ax-gaming-laptop/p/itmabad31c69922e?pid=COMH28U4QR7GUZHM&lid=LSTCOMH28U4QR7GUZHMKTPBNH&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_162&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMH28U4QR7GUZHM.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,HP Omen AMD Ryzen 7 Octa Core 7840HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RT...,AMD Ryzen 7 Octa Core Processor16 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.89 cm (16.1 Inch) Display1 Year Onsite Warranty,4.833 Ratings & 3 Reviews,"₹99,999₹1,23,65219% off",Top Discount of the Sale,19% off
78,https://www.flipkart.com/lenovo-ideapad-flex-5-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-14iru8-2-1-laptop/p/itmbb8b8cb1077b1?pid=COMGSC4EUJHDCX7Y&lid=LSTCOMGSC4EUJHDCX7YFIZT1S&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_163&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGSC4EUJHDCX7Y.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,Lenovo IdeaPad Flex 5 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) 14IRU8 2 in 1 L...,Intel Core i3 Processor (13th Gen)8 GB LPDDR4X RAMWindows 11 Operating System512 GB SSD90.32 cm (35.56 cm) Touchscreen Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.253 Ratings & 3 Reviews,"₹52,990₹83,89036% off",Top Discount of the Sale,36% off
79,https://www.flipkart.com/lenovo-ideapad-slim-5-intel-core-i7-13th-gen-13700h-16-gb-512-gb-ssd-windows-11-home-16irl8-thin-light-laptop/p/itmb9f33e5aa1954?pid=COMGRU9ZFYZK5XAX&lid=LSTCOMGRU9ZFYZK5XAX35JQI9&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_164&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGRU9ZFYZK5XAX.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,Lenovo IdeaPad Slim 5 Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) 16IRL8 Thin a...,Intel Core i7 Processor (13th Gen)16 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 Inch) DisplayMicrosoft Office Home & Student 20211Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.1129 Ratings & 14 Reviews,"₹76,990₹1,21,79036% off",Save extra with combo offers,36% off
80,https://www.flipkart.com/asus-vivobook-go-14-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1404fa-nk327ws-thin-light-laptop/p/itmd6733f7332771?pid=COMGS2AJ3EFRSRBQ&lid=LSTCOMGS2AJ3EFRSRBQCQQNVR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_165&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGS2AJ3EFRSRBQ.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,ASUS Vivobook Go 14 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1404FA-NK327WS Th...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,"4.24,688 Ratings & 478 Reviews","₹29,990₹50,99041% off",Save extra with combo offers,41% off
81,https://www.flipkart.com/dell-intel-core-i3-13th-gen-1305u-8-gb-512-gb-ssd-windows-11-home-inspiron-3530-thin-light-laptop/p/itm85b859b3c092f?pid=COMGWFY5XBAQKMGP&lid=LSTCOMGWFY5XBAQKMGPDTWUSR&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_166&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGWFY5XBAQKMGP.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,DELL Intel Core i3 13th Gen 1305U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3530 Thin and Light Lap...,Intel Core i3 Processor (13th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Hardware Service,4.242 Ratings & 7 Reviews,"₹37,990₹48,82722% off",Save extra with combo offers,22% off
82,https://www.flipkart.com/acer-swift-go-14-touchscreen-ai-pc-intel-core-ultra-5-125h-16-gb-512-gb-ssd-windows-11-home-sfg14-73t-thin-light-laptop/p/itm174fc1bfd505f?pid=COMGZH2UKZZXYGSA&lid=LSTCOMGZH2UKZZXYGSAF4SIUU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_167&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMGZH2UKZZXYGSA.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,Acer Swift Go 14 TouchScreen AI PC Intel Core Ultra 5 125H - (16 GB/512 GB SSD/Windows 11 Home) SFG14-...,Intel Core Ultra 5 Processor16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Touchscreen Display1 Year Carry-in Warranty,4.6280 Ratings & 42 Reviews,"₹69,990₹92,99924% off",Top Discount of the Sale,24% off
83,https://www.flipkart.com/msi-sword-16-hx-intel-core-i9-13th-gen-13980hx-32-gb-1-tb-ssd-windows-11-home-8-gb-graphics-nvidia-geforce-rtx-4060-240-hz-b13vfkg-652in-gaming-laptop/p/itm147a40e9b9216?pid=COMH2Z7QRUGDWMNR&lid=LSTCOMH2Z7QRUGDWMNRIWENDY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_7_168&otracker=search&otracker1=search&fm=Search&iid=35edf2ce-9429-4e50-a149-9fe1b24d58de.COMH2Z7QRUGDWMNR.SEARCH&ppt=sp&ppn=sp&ssid=9npyji7xdc0000001728058154986&qH=312f91285e048e09,MSI Sword 16 HX Intel Core i9 13th Gen 13980HX - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA ...,Intel Core i9 Processor (13th Gen)32 GB DDR5 RAMWindows 11 Operating System1 TB SSD40.64 cm (16 Inch) Display2 Year Onsite Warranty,3.76 Ratings & 0 Reviews,"₹1,19,990₹1,51,99021% off",Top Discount of the Sale,21% off
84,https://www.flipkart.com/msi-modern-14-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-c12mo-444in-c12mo-1248in-thin-light-laptop/p/itmb2b3215d1cc9d?pid=COMGPXFYFJPWCQDY&lid=LSTCOMGPXFYFJPWCQDYUPVWCA&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_19&otracker=search&otracker1=search&iid=6c4eeaba-4e99-4351-9aaf-ba6f4a8b5030.COMGPXFYFJPWCQDY.SEARCH&ssid=ufarnn4yrk0000001728058141729&qH=312f91285e048e09,MSI Modern 14 Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C12MO-444IN/...,Intel Core i3 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.3975 Ratings & 103 Reviews,"₹27,990₹47,99041% off",Lowest price in the year,41% off
85,https://www.flipkart.com/lenovo-amd-ryzen-3-quad-core-7330u-8-gb-512-gb-ssd-windows-11-home-thinkbook-15-g5-thin-light-laptop/p/itm164ec8e5bbb35?pid=COMGYG23H3CRABUT&lid=LSTCOMGYG23H3CRABUTVU8ZQB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_169&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGYG23H3CRABUT.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Lenovo AMD Ryzen 3 Quad Core 7330U - (8 GB/512 GB SSD/Windows 11 Home) ThinkBook 15 G5 Thin and Light ...,AMD Ryzen 3 Quad Core Processor8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite warranty,4.1134 Ratings & 15 Reviews,"₹35,490₹63,90044% off",Save extra with combo offers,44% off
86,https://www.flipkart.com/acer-aspire-3-backlit-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-a325-42-thin-light-laptop/p/itm6a54d6bcece15?pid=COMH397XPF4Z3BMX&lid=LSTCOMH397XPF4Z3BMXL8O53G&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_170&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMH397XPF4Z3BMX.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Acer Aspire 3 Backlit AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) A325-42 Thin an...,AMD Ryzen 7 Octa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,428 Ratings & 3 Reviews,"₹38,990₹74,99048% off",Top Discount of the Sale,48% off
87,https://www.flipkart.com/chuwi-intel-celeron-quad-core-12th-gen-n100-8-gb-256-gb-ssd-windows-11-home-gemibook-x-pro-laptop/p/itm95998eabab6f9?pid=COMGVBZBDZJXUZFC&lid=LSTCOMGVBZBDZJXUZFCFYZTJO&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_171&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGVBZBDZJXUZFC.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,CHUWI Intel Celeron Quad Core 12th Gen N100 - (8 GB/256 GB SSD/Windows 11 Home) GemiBook X_Pro Laptop,"Intel Celeron Quad Core Processor (12th Gen)8 GB LPDDR5 RAM64 bit Windows 11 Home Operating System256 GB SSD35.81 cm (14.1 inch) DisplayWPS Office, Operating System Software1 Year Onsite Warranty",4.1236 Ratings & 40 Reviews,"₹17,990₹44,99060% off",Save extra with combo offers,60% off
88,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-g4-amn-1-thin-light-laptop/p/itm5819401743e27?pid=COMGPYKZAWY8UX6C&lid=LSTCOMGPYKZAWY8UX6CSCLSXL&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_172&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGPYKZAWY8UX6C.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Lenovo V15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) V15 G4 AMN 1 Thin and Light...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD100.63 cm (39.62 cm) Display1 Year Onsite Warranty,"4.21,608 Ratings & 148 Reviews","₹27,989₹59,40052% off",Save extra with combo offers,52% off
89,https://www.flipkart.com/hp-255-g9-amd-athlon-dual-core-silver-3050u-4-gb-256-gb-ssd-dos-thin-light-laptop/p/itmffac8a2b263c2?pid=COMGQRK4BKTZK5CC&lid=LSTCOMGQRK4BKTZK5CCIMCPUY&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_173&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGQRK4BKTZK5CC.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,HP 255 G9 AMD Athlon Dual Core AMD Athlon Silver-3050U - (4 GB/256 GB SSD/DOS) 255 G9 Thin and Light L...,AMD Athlon Dual Core Processor4 GB DDR4 RAMDOS Operating System256 GB SSD39.62 cm (15.6 inch) DisplayDOS1 year warranty,"3.91,613 Ratings & 125 Reviews","₹18,999₹27,05729% off",Save extra with combo offers,29% off
90,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk323ws-thin-light-laptop/p/itm5d8313766fc6f?pid=COMGMGXFGF7ZTKHF&lid=LSTCOMGMGXFGF7ZTKHFBG8NVU&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_174&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGMGXFGF7ZTKHF.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323...,AMD Ryzen 3 Quad Core Processor8 GB LPDDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Onsite Warranty,"4.42,495 Ratings & 273 Reviews","₹35,990₹61,99041% off",Top Discount of the Sale,41% off
91,https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-core-i5-13th-gen-13500h-16-gb-512-gb-ssd-windows-11-home-14irh8-thin-light-laptop/p/itm4914c3143a9a5?pid=COMGSVFETYUGZUHR&lid=LSTCOMGSVFETYUGZUHRTFCRLG&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_175&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGSVFETYUGZUHR.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Lenovo Yoga Slim 6 WUXGA OLED Intel Core i5 13th Gen 13500H - (16 GB/512 GB SSD/Windows 11 Home) 14IRH...,Intel Core i5 Processor (13th Gen)16 GB LPDDR5X RAMWindows 11 Operating System512 GB SSD35.56 cm (14 inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,411 Ratings & 3 Reviews,"₹75,190₹1,11,89032% off",Save extra with combo offers,32% off
92,https://www.flipkart.com/asus-tuf-gaming-f15-ai-powered-intel-core-i5-11th-gen-11260h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-70-tgp-fx506hf-hn075w-laptop/p/itmbd858702e076f?pid=COMGS2AJESZQCMRT&lid=LSTCOMGS2AJESZQCMRTZVTWT2&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_176&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGS2AJESZQCMRT.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,ASUS TUF Gaming F15 - AI Powered Gaming Intel Core i5 11th Gen 11260H - (8 GB/512 GB SSD/Windows 11 Ho...,Intel Core i5 Processor (11th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,"4.35,887 Ratings & 487 Reviews","₹47,990₹75,99036% off",Save extra with combo offers,36% off
93,https://www.flipkart.com/msi-modern-15-amd-ryzen-5-hexa-core-7530u-16-gb-512-gb-ssd-windows-11-home-b7m-071in-thin-light-laptop/p/itmf723f876972b0?pid=COMGQPZHSBS3WQBK&lid=LSTCOMGQPZHSBS3WQBKTAARPD&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_1_20&otracker=search&otracker1=search&iid=6c4eeaba-4e99-4351-9aaf-ba6f4a8b5030.COMGQPZHSBS3WQBK.SEARCH&ssid=ufarnn4yrk0000001728058141729&qH=312f91285e048e09,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-071IN Thi...,AMD Ryzen 5 Hexa Core Processor16 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,"4.42,379 Ratings & 277 Reviews","₹34,990₹62,99044% off",Top Discount of the Sale,44% off
94,https://www.flipkart.com/asus-vivobook-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj325ws-thin-light-laptop/p/itm7480082770d25?pid=COMGSYYP2HCRAPCS&lid=LSTCOMGSYYP2HCRAPCSFPIJGB&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_177&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGSYYP2HCRAPCS.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,ASUS Vivobook Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ325WS Thin an...,Intel Core i3 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) DisplayMicrosoft Office Home & Student 20211 Year Onsite Warranty,4.3573 Ratings & 70 Reviews,"₹30,990₹54,99043% off",Top Discount of the Sale,43% off
95,https://www.flipkart.com/hp-intel-core-ultra-7-155h-16-gb-512-gb-ssd-windows-11-home-14-gr1023tu-thin-light-laptop/p/itm3a3020e1ac05e?pid=COMH28U42UFHKJZH&lid=LSTCOMH28U42UFHKJZHJUT2UZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_178&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMH28U42UFHKJZH.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,HP Intel Core Ultra 7 155H - (16 GB/512 GB SSD/Windows 11 Home) 14-gr1023TU Thin and Light Laptop,Intel Core Ultra 7 Processor16 GB DDR5 RAMWindows 11 Operating System512 GB SSD35.56 cm (14 Inch) Display1 Year Onsite Warranty,4.76 Ratings & 0 Reviews,"₹82,990₹98,98316% off",Top Discount of the Sale,16% off
96,https://www.flipkart.com/lenovo-ideapad-pro-5-2-8k-oled-ai-pc-intel-core-ultra-9-185h-32-gb-1-tb-ssd-windows-11-home-14imh9-thin-light-laptop/p/itm1f4865cbfe7ea?pid=COMGZN7RRHARKTDE&lid=LSTCOMGZN7RRHARKTDE4G0GAP&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_179&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGZN7RRHARKTDE.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Lenovo IdeaPad Pro 5 2.8K OLED AI PC Intel Core Ultra 9 185H - (32 GB/1 TB SSD/Windows 11 Home) 14IMH9...,Intel Core Ultra 9 Processor32 GB LPDDR5X RAMWindows 11 Operating System1 TB SSD35.56 cm (14 Inch) Display1Yr Warranty + 1 Yr Premium Care and 1 Yr Accidental Damage Protection,4.465 Ratings & 9 Reviews,"₹1,08,190₹1,46,89026% off",Save extra with combo offers,26% off
97,https://www.flipkart.com/lenovo-loq-amd-ryzen-7-octa-core-7435hs-24-gb-512-gb-ssd-windows-11-home-8-graphics-nvidia-geforce-rtx-4060-15arp9-gaming-laptop/p/itm1ca3912e19cb2?pid=COMHFYZ3ZSHR7J5F&lid=LSTCOMHFYZ3ZSHR7J5FVLRZ5E&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_180&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMHFYZ3ZSHR7J5F.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,Lenovo LOQ AMD Ryzen 7 Octa Core 7435HS - (24 GB/512 GB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeFor...,AMD Ryzen 7 Octa Core Processor24 GB DDR5 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1Yr Warranty and 1 Yr Accidental Damage Protection,4.4429 Ratings & 33 Reviews,"₹85,690₹1,24,79031% off",Save extra with combo offers,31% off
98,https://www.flipkart.com/zebronics-pro-series-z-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-zeb-nbc-4s-thin-light-laptop/p/itm0395dc5f5cab4?pid=COMGTGFGDCJN3FSU&lid=LSTCOMGTGFGDCJN3FSUR47MOZ&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_181&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGTGFGDCJN3FSU.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,ZEBRONICS Pro Series Z Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) ZEB-NBC 4S Thi...,Intel Core i5 Processor (12th Gen)8 GB DDR4 RAMWindows 11 Operating System512 GB SSD39.62 cm (15.6 Inch) Display1 Year Carry-in Warranty,3.9646 Ratings & 92 Reviews,"₹29,990₹60,99950% off",Top Discount of the Sale,50% off
99,https://www.flipkart.com/asus-vivobook-16x-creator-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-k3605zc-mbn543ws-gaming-laptop/p/itm739e07ec40ae0?pid=COMGSUZBJQZGGCJZ&lid=LSTCOMGSUZBJQZGGCJZDULU1R&marketplace=FLIPKART&q=laptop&store=6bo%2Fb5g&srno=s_8_182&otracker=search&otracker1=search&fm=Search&iid=8126bee5-8300-4039-9619-68b2859aa756.COMGSUZBJQZGGCJZ.SEARCH&ppt=sp&ppn=sp&ssid=l7vg3eapbk0000001728058157704&qH=312f91285e048e09,"ASUS Vivobook 16X for Creator, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB ...",Intel Core i5 Processor (12th Gen)16 GB DDR4 RAMWindows 11 Operating System512 GB SSD40.64 cm (16 inch) Display1 Year Onsite Warranty,4.2123 Ratings & 6 Reviews,"₹59,990₹86,99031% off",Top Discount of the Sale,31% off
